 t(yr) LimitsTHETA(1) THETA(2) THETA(3) SALT(1)  SALT(2)  SALT(3)  DIC(1)   DIC(2)   DIC(3)   ALK(1)   ALK(2)   ALK(3)   PO4(1)   PO4(2)   PO4(3)   NO3(1)   NO3(2)   NO3(3)   FeT(1)   FeT(2)   FeT(3)   LT(1)    LT(2)    LT(3)    Exp(1)   Exp(2)   EXP(3)   P*  OCPCO2(1) OCPCO2(2)  OCPCO2(3) ATPCO2
   71700 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   71800 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   71900 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   72000 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   72100 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   72200 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   72300 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   72400 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   72500 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   72600 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   72700 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   72800 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   72900 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   73000 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   73100 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   73200 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   73300 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   73400 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   73500 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   73600 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   73700 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   73800 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   73900 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   74000 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   74100 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   74200 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   74300 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   74400 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   74500 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   74600 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   74700 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   74800 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   74900 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   75000 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   75100 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   75200 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   75300 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   75400 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   75500 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   75600 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   75700 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   75800 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   75900 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   76000 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   76100 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   76200 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   76300 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   76400 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   76500 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   76600 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   76700 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   76800 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   76900 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   77000 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   77100 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   77200 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   77300 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   77400 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   77500 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   77600 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   77700 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   77800 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   77900 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   78000 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   78100 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   78200 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   78300 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   78400 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   78500 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   78600 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   78700 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   78800 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   78900 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   79000 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   79100 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   79200 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   79300 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   79400 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   79500 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
